ccaa;ccaa_cod;periodo;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;med_ae;med_ap;enf_ae;enf_ap;camas;gasto_farmacia_pct;pct_pib_sanidad;imp_sanidad_eur;pib_regional_eur;espera_quir;espera_ae;reingresos_psiq;poblacion_total
Región de Murcia;14;2003;real;NA;143,26;44,04;7,94;25,49;14,06;1,21;30,26;1,43;NA;2,49;NA;3,04;23,85;NA;NA;NA;NA;NA;9,21;1249484,00
Región de Murcia;14;2004;real;NA;145,39;35,49;6,77;23,37;14,49;1,12;27,39;1,46;0,65;2,54;0,50;3,10;23,69;NA;NA;NA;NA;NA;12,61;1283039,00
Región de Murcia;14;2005;real;NA;136,03;38,99;7,58;24,14;14,08;1,14;28,15;1,46;0,63;2,53;0,50;3,13;23,19;NA;NA;NA;NA;NA;11,78;1317719,00
Región de Murcia;14;2006;real;15,55;138,52;36,00;5,97;22,79;10,87;1,02;24,16;1,47;0,63;2,68;0,48;3,13;22,88;NA;NA;NA;NA;NA;12,25;1350940,00
Región de Murcia;14;2007;real;15,58;132,88;34,89;5,56;22,44;11,70;1,01;23,62;1,56;0,67;2,86;0,51;3,16;21,86;NA;NA;NA;NA;NA;10,35;1392368,00
Región de Murcia;14;2008;real;15,30;142,58;30,93;5,95;21,96;10,14;0,98;22,79;1,56;0,74;2,94;0,55;3,14;19,77;NA;NA;NA;NA;NA;11,76;1430986,00
Región de Murcia;14;2009;real;15,00;133,02;31,07;5,71;18,88;10,13;0,93;21,02;1,63;0,73;2,97;0,55;3,11;19,58;NA;NA;NA;NA;NA;8,55;1452146,00
Región de Murcia;14;2010;real;15,45;137,27;26,82;5,27;17,33;9,37;0,87;19,21;1,74;0,73;2,96;0,54;3,11;20,14;NA;NA;NA;NA;NA;8,75;1465812,00
Región de Murcia;14;2011;real;18,08;136,15;28,27;4,54;14,42;9,86;0,84;18,13;1,79;0,75;3,00;0,57;3,15;18,24;NA;NA;NA;NA;NA;8,06;1471407,00
Región de Murcia;14;2012;real;15,96;123,24;27,17;6,49;15,57;8,96;0,86;18,63;1,77;0,77;2,89;0,59;3,15;17,08;NA;NA;NA;98,00;61,00;9,73;1477509,00
Región de Murcia;14;2013;real;16,40;129,89;26,35;5,97;13,15;6,73;0,79;16,41;1,75;0,77;2,87;0,58;3,18;16,40;NA;NA;NA;120,00;63,00;9,84;1461211,00
Región de Murcia;14;2014;real;16,56;124,18;23,51;5,72;11,28;9,05;0,78;16,03;1,75;0,77;2,93;0,59;3,20;16,64;NA;NA;NA;123,00;67,00;7,52;1462875,00
Región de Murcia;14;2015;real;15,76;124,25;26,42;5,45;12,96;8,48;0,79;16,57;1,75;0,76;2,92;0,58;3,24;16,21;6,38;1859495700,00;29168718000,00;109,00;62,00;10,29;1464008,00
Región de Murcia;14;2016;real;15,74;131,52;21,67;3,54;13,37;8,30;0,73;14,57;1,76;0,75;3,05;0,57;3,24;16,70;6,53;1958971130,00;30009138000,00;100,92;72,81;9,50;1468731,00
Región de Murcia;14;2017;real;15,54;124,93;21,67;5,58;12,14;8,47;0,76;15,58;1,79;0,75;3,05;0,57;3,18;16,59;6,41;2000860733,00;31192490000,00;95,94;64,02;8,42;1474074,00
Región de Murcia;14;2018;real;15,64;117,49;19,97;4,94;14,62;9,67;0,77;15,73;1,84;0,75;3,06;0,56;3,22;16,42;6,70;2124384788,00;31715345000,00;87,40;63,96;10,05;1479023,00
Región de Murcia;14;2019;real;16,71;118,38;21,12;4,75;12,80;10,42;0,77;15,67;1,88;0,75;3,15;0,57;3,26;15,81;6,63;2188488008,00;33000651000,00;77,52;60,91;9,48;1495084,00
Región de Murcia;14;2020;real;16,43;120,15;20,99;6,82;13,06;7,82;0,78;16,12;1,96;0,75;3,64;0,58;3,10;15,12;7,24;2203429680,00;30440306000,00;98,16;71,98;9,47;1509212,00
Región de Murcia;14;2021;real;16,36;115,10;22,05;5,21;10,05;7,34;0,70;13,40;2,03;0,77;3,72;0,58;3,15;15,05;7,40;2487112377,00;33603543000,00;93,76;76,56;9,73;1516443,00
Región de Murcia;14;2022;real;16,21;116,37;20,98;6,38;12,38;8,74;0,77;15,81;2,09;0,79;3,85;0,59;3,04;15,33;6,77;2530062207,00;37380806000,00;100,32;88,79;9,41;1540774,00
Región de Murcia;14;2023;real;18,63;110,68;20,88;6,66;13,30;6,91;0,74;14,94;2,09;0,82;3,76;0,63;2,97;14,44;6,68;2661157290,00;39838741000,00;105,93;109,86;9,10;1560347,00
Región de Murcia;14;2024;proyeccion;16,95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,38;NA;NA;NA;NA;NA;NA;NA
Región de Murcia;14;2024;real;NA;108,35;21,04;6,33;11,49;7,50;0,72;14,30;2,13;0,81;3,74;0,64;2,93;NA;6,70;2847362340,00;42488024000,00;107,15;97,00;11,02;1576912,00
Región de Murcia;14;2025;proyeccion;16,95;NA;NA;NA;NA;NA;0,73;14,53;2,16;0,82;3,81;0,64;2,93;14,12;NA;NA;NA;NA;NA;10,14;NA
Región de Murcia;14;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,72;2972286524,00;44209906961,56;103,00;89,00;NA;1596882,00
Región de Murcia;14;2026;proyeccion;16,95;NA;NA;NA;NA;NA;0,73;14,43;2,19;0,83;3,86;0,64;2,93;13,85;6,73;NA;NA;104,00;93,93;10,16;1616320,23
