ccaa;ccaa_cod;periodo;genero;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;reingresos_psiq;poblacion_total
País Vasco;16;2011;hombres;real;16,32;212,75;38,94;6,86;17,66;10,58;1,15;28,28;11,05;1030497
País Vasco;16;2011;mujeres;real;22,10;95,81;6,11;2,27;8,55;2,67;0,40;3,69;9,99;1097354
País Vasco;16;2012;hombres;real;16,88;206,26;34,76;5,14;17,73;11,80;1,09;26,38;10,85;1021657
País Vasco;16;2012;mujeres;real;20,70;88,06;6,78;2,01;6,89;2,01;0,36;2,21;8,48;1095232
País Vasco;16;2013;hombres;real;17,12;201,38;36,35;5,76;14,48;9,71;1,04;24,66;9,97;1055855
País Vasco;16;2013;mujeres;real;21,60;92,52;6,09;3,66;7,71;3,38;0,44;4,78;10,33;1115037
País Vasco;16;2014;hombres;real;17,28;197,70;32,71;5,67;15,00;10,68;1,03;24,40;9,81;1051775
País Vasco;16;2014;mujeres;real;22,07;101,55;6,13;1,63;7,29;2,52;0,38;3,03;10,01;1113557
País Vasco;16;2015;hombres;real;17,84;190,28;30,81;4,30;14,34;10,28;0,96;22,00;9,16;1049388
País Vasco;16;2015;mujeres;real;21,91;100,37;6,09;1,96;7,76;2,70;0,40;3,47;11,26;1113596
País Vasco;16;2016;hombres;real;18,79;186,94;30,98;5,27;14,81;10,44;0,99;22,88;9,55;1049555
País Vasco;16;2016;mujeres;real;22,53;95,85;6,04;1,88;6,85;3,73;0,39;3,40;8,16;1115572
País Vasco;16;2017;hombres;real;18,89;185,03;31,93;4,01;14,29;8,91;0,92;20,84;9,98;1050051
País Vasco;16;2017;mujeres;real;22,48;94,95;6,83;1,26;7,47;3,50;0,38;3,04;10,19;1118206
País Vasco;16;2018;hombres;real;18,98;182,00;28,96;5,19;14,24;8,07;0,92;20,61;8,18;1051449
País Vasco;16;2018;mujeres;real;22,58;92,71;7,12;2,47;7,89;2,56;0,40;3,58;8,08;1120818
País Vasco;16;2019;hombres;real;18,33;172,66;26,94;5,11;13,71;9,35;0,90;20,14;8,63;1055722
País Vasco;16;2019;mujeres;real;20,57;88,70;6,38;1,56;7,52;3,39;0,38;2,78;9,45;1126196
País Vasco;16;2020;hombres;real;17,51;161,67;31,48;7,16;12,04;8,25;0,92;20,85;9,38;1059246
País Vasco;16;2020;mujeres;real;19,80;90,01;5,94;1,87;8,80;3,24;0,39;3,36;9,24;1130128
País Vasco;16;2021;hombres;real;17,96;156,88;29,12;5,15;12,40;8,67;0,86;18,78;10,30;1053245
País Vasco;16;2021;mujeres;real;20,28;93,66;6,07;1,64;8,78;2,83;0,39;3,18;9,72;1124581
País Vasco;16;2022;hombres;real;17,82;159,05;33,17;4,69;11,18;7,49;0,84;18,21;10,61;1074097
País Vasco;16;2022;mujeres;real;19,91;94,78;6,28;1,55;6,25;4,90;0,40;3,57;10,18;1135628
País Vasco;16;2023;hombres;real;17,77;151,68;31,13;5,41;12,71;8,55;0,87;19,07;9,78;1080181
País Vasco;16;2023;mujeres;real;21,30;88,22;6,00;1,93;7,18;3,67;0,38;3,03;10,72;1143891
País Vasco;16;2024;hombres;proyeccion;17,80;140,18;28,39;4,59;13,93;6,75;0,79;16,54;10,75;1087130
País Vasco;16;2024;mujeres;proyeccion;20,79;88,95;6,28;1,67;6,07;4,54;0,38;3,05;9,20;1146579
País Vasco;16;2025;hombres;proyeccion;17,80;NA;NA;NA;NA;NA;0,81;17,22;10,20;1094403
País Vasco;16;2025;mujeres;proyeccion;20,79;NA;NA;NA;NA;NA;0,39;3,17;9,67;1152131
Principado de Asturias;03;1990;hombres;real;NA;12,96;90,77;12,36;46,92;53,69;2,22;63,57;NA;530133
Principado de Asturias;03;1990;mujeres;real;NA;1,94;23,06;12,40;28,75;10,65;0,91;20,42;NA;567938
Principado de Asturias;03;1991;hombres;real;NA;13,09;94,70;12,54;37,45;58,13;2,23;63,89;NA;527875
Principado de Asturias;03;1991;mujeres;real;NA;1,42;22,95;9,53;22,59;8,59;0,74;14,82;NA;566385
Principado de Asturias;03;1992;hombres;real;NA;11,96;87,67;10,20;44,26;46,13;1,99;56,01;NA;526801
Principado de Asturias;03;1992;mujeres;real;NA;1,70;24,33;8,33;26,93;10,04;0,79;16,30;NA;565674
Principado de Asturias;03;1993;hombres;real;NA;11,96;94,02;10,42;44,36;46,21;2,03;57,45;NA;525378
Principado de Asturias;03;1993;mujeres;real;NA;0,86;27,93;10,58;33,25;8,42;0,90;19,92;NA;564713
Principado de Asturias;03;1994;hombres;real;NA;13,60;89,07;9,52;37,83;38,91;1,80;49,68;NA;523270
Principado de Asturias;03;1994;mujeres;real;NA;1,51;22,95;8,98;24,92;8,88;0,75;15,28;NA;563267
Principado de Asturias;03;1995;hombres;real;NA;13,85;89,56;10,75;39,94;46,28;1,98;55,64;NA;520739
Principado de Asturias;03;1995;mujeres;real;NA;1,19;21,43;9,86;19,85;7,40;0,69;13,26;NA;561361
Principado de Asturias;03;1996;hombres;real;NA;13,14;87,79;12,13;38,67;38,83;1,86;51,83;NA;518416
Principado de Asturias;03;1996;mujeres;real;NA;1,70;20,47;8,13;20,98;8,25;0,67;12,50;NA;559519
Principado de Asturias;03;1997;hombres;real;NA;13,37;83,69;10,66;36,33;35,54;1,72;47,26;11,45;516154
Principado de Asturias;03;1997;mujeres;real;NA;1,06;19,95;7,15;15,69;5,61;0,54;8,35;7,31;557763
Principado de Asturias;03;1998;hombres;real;NA;14,60;89,28;13,38;32,80;35,70;1,80;49,59;7,97;513605
Principado de Asturias;03;1998;mujeres;real;NA;1,15;22,19;7,06;18,19;6,84;0,60;10,19;9,33;555858
Principado de Asturias;03;1999;hombres;real;NA;257,27;88,72;9,81;32,46;40,53;2,24;64,31;11,57;511169
Principado de Asturias;03;1999;mujeres;real;NA;105,18;19,56;7,40;20,28;7,30;0,82;17,44;10,23;554008
Principado de Asturias;03;2000;hombres;real;NA;258,75;83,75;9,87;35,81;32,97;2,12;60,35;10,63;509943
Principado de Asturias;03;2000;mujeres;real;NA;100,04;20,84;6,37;18,15;5,73;0,74;14,92;10,45;553282
Principado de Asturias;03;2001;hombres;real;NA;247,96;72,35;12,79;30,81;26,82;1,96;54,98;11,92;509262
Principado de Asturias;03;2001;mujeres;real;NA;101,78;19,40;5,63;16,67;3,50;0,67;12,41;12,23;553356
Principado de Asturias;03;2002;hombres;real;NA;243,24;85,57;9,44;25,87;30,13;1,95;54,56;11,41;508303
Principado de Asturias;03;2002;mujeres;real;NA;93,81;17,36;4,65;15,47;4,35;0,62;10,81;11,64;552767
Principado de Asturias;03;2003;hombres;real;NA;247,72;81,72;8,60;26,35;28,04;1,88;52,41;12,01;507902
Principado de Asturias;03;2003;mujeres;real;NA;99,29;16,40;4,51;11,47;3,97;0,57;9,36;12,50;552226
Principado de Asturias;03;2004;hombres;real;NA;248,05;70,80;7,96;25,93;22,57;1,71;46,68;12,23;507561
Principado de Asturias;03;2004;mujeres;real;NA;99,07;15,42;4,13;12,24;3,08;0,55;8,58;11,38;552027
Principado de Asturias;03;2005;hombres;real;NA;248,05;66,09;8,95;26,32;26,46;1,78;48,96;11,38;506941
Principado de Asturias;03;2005;mujeres;real;NA;97,01;13,19;5,28;10,07;3,80;0,56;8,72;8,99;551796
Principado de Asturias;03;2006;hombres;real;16,15;238,45;72,07;8,79;26,04;23,12;1,73;47,35;12,67;506317
Principado de Asturias;03;2006;mujeres;real;18,93;108,08;14,10;5,25;11,64;2,35;0,57;9,25;12,94;551580
Principado de Asturias;03;2007;hombres;real;16,17;235,51;67,31;6,80;25,36;23,81;1,65;44,79;11,98;506489
Principado de Asturias;03;2007;mujeres;real;18,86;103,05;13,71;4,60;12,50;3,73;0,58;9,37;14,09;552254
Principado de Asturias;03;2008;hombres;real;16,22;242,52;66,49;9,35;23,18;24,13;1,71;46,70;12,55;506429
Principado de Asturias;03;2008;mujeres;real;18,46;99,96;13,87;5,58;9,90;2,03;0,54;8,23;14,25;552660
Principado de Asturias;03;2009;hombres;real;16,06;223,13;65,12;6,36;21,62;18,20;1,47;38,89;10,06;505445
Principado de Asturias;03;2009;mujeres;real;18,16;103,45;13,46;6,73;11,96;3,16;0,61;10,64;11,51;551698
Principado de Asturias;03;2010;hombres;real;16,22;242,33;56,54;7,50;19,95;20,37;1,51;40,15;9,42;505104
Principado de Asturias;03;2010;mujeres;real;18,45;97,63;16,49;4,93;10,36;3,14;0,56;8,79;11,68;552028
Principado de Asturias;03;2011;hombres;real;15,30;237,91;56,43;10,09;16,86;15,59;1,45;38,34;10,77;503622
Principado de Asturias;03;2011;mujeres;real;20,27;103,97;12,89;3,82;10,20;3,59;0,53;7,80;10,71;550926
Principado de Asturias;03;2012;hombres;real;16,87;225,47;56,70;7,82;17,48;14,65;1,36;35,38;9,05;500573
Principado de Asturias;03;2012;mujeres;real;19,00;101,73;12,07;3,81;10,26;2,08;0,49;6,67;9,92;548645
Principado de Asturias;03;2013;hombres;real;17,10;213,51;53,58;5,93;15,12;13,91;1,24;31,30;10,69;509298
Principado de Asturias;03;2013;mujeres;real;19,14;98,67;13,63;2,85;8,61;1,66;0,45;5,19;11,96;553638
Principado de Asturias;03;2014;hombres;real;17,21;211,35;53,51;5,37;18,11;10,84;1,20;29,92;12,35;504563
Principado de Asturias;03;2014;mujeres;real;19,26;102,72;9,73;2,41;8,94;3,64;0,46;5,58;9,99;549494
Principado de Asturias;03;2015;hombres;real;16,77;211,81;46,93;6,11;15,93;14,59;1,22;30,76;12,18;499486
Principado de Asturias;03;2015;mujeres;real;18,18;98,96;10,94;2,86;7,81;3,45;0,46;5,47;12,69;544553
Principado de Asturias;03;2016;hombres;real;16,86;200,38;55,50;6,03;15,55;11,86;1,20;29,90;11,18;495990
Principado de Asturias;03;2016;mujeres;real;17,60;102,53;11,10;3,00;9,81;3,01;0,48;6,24;11,17;541033
Principado de Asturias;03;2017;hombres;real;16,99;196,49;50,02;6,07;16,55;8,90;1,12;27,33;10,73;492507
Principado de Asturias;03;2017;mujeres;real;17,67;102,78;11,60;2,37;5,24;3,21;0,43;4,46;11,47;537547
Principado de Asturias;03;2018;hombres;real;16,91;203,84;46,56;7,23;11,41;11,03;1,13;27,68;11,86;489608
Principado de Asturias;03;2018;mujeres;real;17,76;98,30;11,69;2,84;8,05;5,25;0,49;6,65;12,57;534584
Principado de Asturias;03;2019;hombres;real;16,84;188,73;49,52;7,65;16,30;10,36;1,17;28,83;10,96;487654
Principado de Asturias;03;2019;mujeres;real;20,10;100,46;10,37;2,46;8,82;4,94;0,48;6,29;12,04;532385
Principado de Asturias;03;2020;hombres;real;15,98;183,74;48,71;5,95;15,93;10,18;1,10;26,72;15,54;485298
Principado de Asturias;03;2020;mujeres;real;19,32;97,22;10,05;2,54;7,30;3,86;0,44;5,00;16,00;530157
Principado de Asturias;03;2021;hombres;real;16,81;174,29;40,22;6,37;17,61;8,70;1,04;24,62;14,26;482206
Principado de Asturias;03;2021;mujeres;real;19,77;102,29;10,82;2,68;6,63;3,54;0,45;5,18;14,44;526669
Principado de Asturias;03;2022;hombres;real;16,52;181,61;43,69;6,46;15,21;10,50;1,08;26,03;12,90;479251
Principado de Asturias;03;2022;mujeres;real;19,65;98,63;10,56;2,56;8,46;3,85;0,46;5,56;12,69;525302
Principado de Asturias;03;2023;hombres;real;17,22;163,85;45,44;7,05;12,77;9,02;1,02;24,12;12,15;479883
Principado de Asturias;03;2023;mujeres;real;19,89;91,61;11,91;3,75;7,02;5,70;0,50;6,95;13,51;526675
Principado de Asturias;03;2024;hombres;proyeccion;16,83;164,90;43,81;7,54;12,05;9,43;1,03;24,29;15,73;481989
Principado de Asturias;03;2024;mujeres;proyeccion;19,46;95,83;10,65;4,05;6,23;3,51;0,47;5,75;16,21;528069
Principado de Asturias;03;2025;hombres;proyeccion;16,83;NA;NA;NA;NA;NA;0,99;22,91;13,80;486076
Principado de Asturias;03;2025;mujeres;proyeccion;19,46;NA;NA;NA;NA;NA;0,46;5,42;14,67;531679
Región de Murcia;14;1990;hombres;real;NA;7,53;100,33;12,81;61,71;46,72;2,30;66,21;NA;512722
Región de Murcia;14;1990;mujeres;real;NA;0,53;33,30;10,84;39,89;10,18;1,03;24,23;NA;529038
Región de Murcia;14;1991;hombres;real;NA;7,50;91,09;15,38;59,87;41,50;2,21;63,13;NA;517273
Región de Murcia;14;1991;mujeres;real;NA;0,92;32,63;14,19;38,78;8,35;1,07;25,56;NA;533505
Región de Murcia;14;1992;hombres;real;NA;8,32;83,64;10,61;53,19;38,52;1,93;53,99;NA;523230
Región de Murcia;14;1992;mujeres;real;NA;0,78;37,22;13,74;31,57;6,34;0,98;22,56;NA;538949
Región de Murcia;14;1993;hombres;real;NA;8,94;84,32;11,92;50,05;39,63;1,96;54,86;NA;529240
Región de Murcia;14;1993;mujeres;real;NA;1,00;31,11;15,94;26,09;8,44;0,98;22,72;NA;544240
Región de Murcia;14;1994;hombres;real;NA;10,96;86,76;10,18;48,69;39,16;1,91;53,28;NA;534953
Región de Murcia;14;1994;mujeres;real;NA;1,18;33,39;11,47;28,64;5,00;0,85;18,28;NA;549184
Región de Murcia;14;1995;hombres;real;NA;10,33;79,25;10,65;45,39;35,28;1,78;49,01;NA;540188
Región de Murcia;14;1995;mujeres;real;NA;0,42;33,37;11,63;23,86;7,53;0,84;18,25;NA;553642
Región de Murcia;14;1996;hombres;real;NA;9,02;81,86;8,97;42,78;30,97;1,65;44,74;NA;545620
Región de Murcia;14;1996;mujeres;real;NA;0,49;28,27;9,87;26,83;5,54;0,77;15,68;NA;558136
Región de Murcia;14;1997;hombres;real;NA;10,26;86,71;11,98;37,81;32,91;1,74;47,72;5,54;551521
Región de Murcia;14;1997;mujeres;real;NA;1,43;26,86;9,43;20,07;6,51;0,70;13,48;4,83;563103
Región de Murcia;14;1998;hombres;real;NA;11,04;77,68;10,48;42,75;34,75;1,73;47,48;6,09;557821
Región de Murcia;14;1998;mujeres;real;NA;0,96;26,23;13,52;23,10;4,94;0,80;16,86;4,36;568698
Región de Murcia;14;1999;hombres;real;NA;206,36;74,20;13,56;43,29;39,89;2,25;64,72;6,14;565417
Región de Murcia;14;1999;mujeres;real;NA;98,76;33,06;14,18;21,05;7,05;1,06;25,31;4,14;575120
Región de Murcia;14;2000;hombres;real;NA;215,49;74,07;13,12;35,64;31,83;2,05;57,90;6,82;575675
Región de Murcia;14;2000;mujeres;real;NA;101,03;26,36;8,67;23,30;6,78;0,90;20,17;7,44;582970
Región de Murcia;14;2001;hombres;real;NA;213,48;66,34;11,57;37,33;28,49;1,92;53,72;11,76;589986
Región de Murcia;14;2001;mujeres;real;NA;95,83;23,19;9,54;17,89;4,75;0,81;17,11;8,27;593894
Región de Murcia;14;2002;hombres;real;NA;217,31;64,89;11,10;34,87;27,18;1,86;51,77;11,60;607088
Región de Murcia;14;2002;mujeres;real;NA;103,05;17,30;7,87;17,13;4,81;0,74;14,87;7,83;608705
Región de Murcia;14;2003;hombres;real;NA;201,76;63,31;9,86;34,38;23,88;1,73;47,46;8,71;624128
Región de Murcia;14;2003;mujeres;real;NA;91,12;26,63;6,13;17,73;5,66;0,75;15,05;10,03;625356
Región de Murcia;14;2004;hombres;real;NA;200,64;58,47;8,78;28,09;26,27;1,65;44,90;11,43;642254
Región de Murcia;14;2004;mujeres;real;NA;96,35;14,82;5,03;19,02;4,33;0,65;11,95;14,23;640785
Región de Murcia;14;2005;hombres;real;NA;194,03;62,92;9,77;29,74;27,80;1,73;47,53;11,87;662459
Región de Murcia;14;2005;mujeres;real;NA;84,35;17,44;5,47;19,04;2,07;0,62;10,78;11,64;655260
Región de Murcia;14;2006;hombres;real;15,98;191,60;58,21;7,63;30,41;18,54;1,50;39,73;12,70;681489
Región de Murcia;14;2006;mujeres;real;15,35;91,03;15,54;4,39;15,92;4,14;0,60;10,11;11,60;669451
Región de Murcia;14;2007;hombres;real;15,85;184,15;58,17;6,56;31,18;21,96;1,52;40,52;10,99;705621
Región de Murcia;14;2007;mujeres;real;15,48;86,58;13,56;4,58;14,68;2,67;0,55;8,40;9,43;686747
Región de Murcia;14;2008;hombres;real;15,71;190,67;48,65;8,02;25,44;18,55;1,40;36,64;11,76;725827
Región de Murcia;14;2008;mujeres;real;15,03;99,33;14,55;4,08;18,98;2,75;0,61;10,38;11,76;705159
Región de Murcia;14;2009;hombres;real;15,15;181,89;52,42;5,64;22,93;17,82;1,31;33,57;9,48;735709
Región de Murcia;14;2009;mujeres;real;14,89;88,79;11,63;5,67;15,13;3,30;0,58;9,59;7,34;716437
Región de Murcia;14;2010;hombres;real;15,68;191,46;44,08;6,48;22,29;16,84;1,28;32,59;8,33;742405
Región de Murcia;14;2010;mujeres;real;15,26;88,27;10,89;4,13;12,70;2,76;0,50;7,05;9,31;723407
Región de Murcia;14;2011;hombres;real;17,08;186,59;42,47;4,52;19,40;17,34;1,19;29,69;7,13;743823
Región de Murcia;14;2011;mujeres;real;19,13;90,36;14,95;4,56;9,82;3,21;0,52;7,61;9,16;727584
Región de Murcia;14;2012;hombres;real;16,06;176,69;44,31;9,23;19,40;16,41;1,29;32,84;10,56;746068
Región de Murcia;14;2012;mujeres;real;15,88;74,48;11,31;3,91;11,88;2,29;0,46;5,55;8,64;731441
Región de Murcia;14;2013;hombres;real;16,59;177,58;43,78;7,06;15,90;12,56;1,13;27,69;9,36;734404
Región de Murcia;14;2013;mujeres;real;16,26;86,61;10,03;4,81;10,52;1,41;0,47;5,89;10,43;726807
Región de Murcia;14;2014;hombres;real;16,67;167,74;38,97;8,50;13,17;15,24;1,14;28,02;7,72;734362
Región de Murcia;14;2014;mujeres;real;16,47;84,45;8,87;3,21;9,48;3,41;0,44;4,99;7,25;728513
Región de Murcia;14;2015;hombres;real;15,83;166,54;43,19;8,05;16,34;14,83;1,17;29,13;11,02;734248
Región de Murcia;14;2015;mujeres;real;15,72;85,71;10,82;3,05;9,89;2,75;0,44;5,06;9,32;729760
Región de Murcia;14;2016;hombres;real;15,80;176,88;37,30;5,19;17,79;13,49;1,08;26,01;9,49;736083
Región de Murcia;14;2016;mujeres;real;15,69;90,76;7,08;2,04;9,30;3,61;0,42;4,13;9,51;732648
Región de Murcia;14;2017;hombres;real;15,58;171,80;36,74;8,22;16,44;14,24;1,14;28,12;8,37;738242
Región de Murcia;14;2017;mujeres;real;15,51;82,15;7,42;3,21;8,25;3,34;0,42;4,15;8,48;735832
Región de Murcia;14;2018;hombres;real;15,70;160,99;33,17;6,78;20,51;15,66;1,13;27,69;11,21;740023
Región de Murcia;14;2018;mujeres;real;15,58;77,81;7,42;3,26;9,17;4,44;0,44;4,83;8,48;739000
Región de Murcia;14;2019;hombres;real;16,09;156,11;35,38;8,00;18,29;17,31;1,17;29,03;9,82;747980
Región de Murcia;14;2019;mujeres;real;17,44;83,94;7,74;1,74;7,84;4,15;0,39;3,41;9,01;747103
Región de Murcia;14;2020;hombres;real;15,62;165,68;35,65;9,86;17,52;13,79;1,17;29,01;9,12;755146
Región de Murcia;14;2020;mujeres;real;17,32;78,48;7,18;4,10;8,90;2,48;0,42;4,35;9,94;754066
Región de Murcia;14;2021;hombres;real;15,56;153,44;36,64;7,18;13,54;10,41;0,99;23,00;9,65;758972
Región de Murcia;14;2021;mujeres;real;17,23;80,09;8,21;3,33;6,72;4,63;0,43;4,49;9,82;757471
Región de Murcia;14;2022;hombres;real;15,42;154,85;36,08;9,59;16,26;13,58;1,13;27,66;8,50;772515
Región de Murcia;14;2022;mujeres;real;17,09;80,90;6,70;3,41;8,81;4,42;0,44;4,89;10,51;768259
Región de Murcia;14;2023;hombres;real;17,14;143,27;35,89;10,23;17,00;9,96;1,07;25,64;8,02;781862
Región de Murcia;14;2023;mujeres;real;19,81;80,69;6,56;3,38;9,79;4,15;0,44;4,99;10,28;778485
Región de Murcia;14;2024;hombres;proyeccion;16,02;138,09;36,27;10,09;15,35;10,73;1,05;25,17;11,29;790288
Región de Murcia;14;2024;mujeres;proyeccion;18,18;81,26;6,68;2,85;7,91;4,54;0,42;4,22;10,69;786624
Región de Murcia;14;2025;hombres;proyeccion;16,02;NA;NA;NA;NA;NA;1,07;25,52;9,73;799705
Región de Murcia;14;2025;mujeres;proyeccion;18,20;NA;NA;NA;NA;NA;0,43;4,45;10,52;797177
