ccaa;fecha;cobertura_pct_ppd;solicitudes_pct_ppd;pct_mujeres_benef;limbo_grado_pct_ppd;limbo_pia_pct_ppd;limbo_prestaciones_pct_ppd;tiempo_espera_total_dias;pct_pecef;pct_atencion_residencial;ratio_prest_x_benef;pct_grado3;origen;solicitudes;pers_benef_prest;atencion_residencial;pe_cuidados_fam;pe_vinc_serv;ayuda_domicilio;centros_dia_noche;teleasistencia;total;resoluciones_grado;grado1;grado2;grado3;total_der_prest;solicitudes_dict;pendientes_grado_total;pendientes_grado_6m_o_mas;pendientes_pia_total;personas_con_pia;personas_prest_efectiva;pendientes_prest_efectiva;tiempo_solicitud_grado;tiempo_grado_prestacion
Canarias;2023-04-01;15,1430;23,4094;78,4587;3,4776;2,4068;2,4558;880,6100;35,8167;11,2399;1,1180;33,7514;real;57756;37361;4695;14961;12773;558;5361;2181;41771;49176;13780;14905;14614;43299;57756;8580;7769;5938;37361;31302;6059;489,42;246,58
Canarias;2023-05-01;15,3971;23,4288;78,3395;3,2907;2,3233;2,4027;846,5600;35,7630;11,1028;1,1196;33,6825;real;57804;37988;4722;15210;12998;593;5456;2279;42530;49685;13945;15049;14726;43720;57804;8119;7122;5732;37988;32060;5928;474,42;235,85
Canarias;2023-06-01;15,6322;23,9310;78,2134;3,5412;2,3095;2,4299;816,7500;35,7640;11,0687;1,1211;33,6534;real;59043;38568;4786;15464;13206;631;5528;2325;43239;50306;14093;15276;14897;44266;59043;8737;7390;5698;38568;32573;5995;464,60;225,95
Canarias;2023-07-01;15,7898;24,2013;78,1758;3,6977;2,2491;2,4971;782,3100;35,7562;11,0172;1,1209;33,5101;real;59710;38957;4811;15614;13361;644;5571;2336;43668;50587;14209;15383;14914;44506;59710;9123;7556;5549;38957;32796;6161;457,48;216,96
Canarias;2023-08-01;15,9252;24,6030;78,1292;3,7820;2,4027;2,5429;745,3300;35,8643;10,8841;1,1212;33,3930;real;60701;39291;4795;15800;13509;663;5593;2352;44055;51370;14453;15666;15100;45219;60701;9331;7675;5928;39291;33017;6274;448,04;207,75
Canarias;2023-09-01;16,0663;24,7465;78,1062;3,7840;2,3764;2,5669;716,8300;35,9440;10,8816;1,1226;33,2425;real;61055;39639;4842;15994;13613;681;5634;2369;44497;51719;14596;15780;15126;45502;61055;9336;8006;5863;39639;33306;6333;440,38;199,10
Canarias;2023-10-01;16,2174;24,9998;77,9190;3,8841;2,3472;2,5677;687,1900;36,1562;10,8573;1,1247;33,1179;real;61680;40012;4886;16271;13633;691;5638;2387;45002;52097;14712;15922;15169;45803;61680;9583;8340;5791;40012;33677;6335;434,12;191,51
Canarias;2023-11-01;16,3516;25,4031;77,9873;4,1443;2,3293;2,5912;664,2200;36,0828;10,7463;1,1272;33,1525;real;62675;40343;4887;16409;13815;704;5638;2537;45476;52450;14767;16043;15280;46090;62675;10225;8497;5747;40343;33950;6393;429,42;187,73
Canarias;2023-12-01;16,4951;25,5835;77,8688;4,1314;2,3614;2,5693;647,2800;36,3057;10,6360;1,1292;33,0202;real;63120;40697;4888;16685;13962;708;5645;2559;45957;52927;14937;16224;15362;46523;63120;10193;8662;5826;40697;34358;6339;425,90;183,98
Canarias;2024-01-01;16,1493;25,0989;77,7450;4,0976;2,3185;2,4936;635,7900;36,4985;10,5054;1,1293;33,0230;real;63642;40949;4858;16878;14091;702;5631;2532;46243;53252;14995;16369;15464;46828;63642;10390;9036;5879;40949;34626;6323;413,55;183,53
Canarias;2024-02-01;15,9549;25,2689;77,8166;4,4813;2,3154;2,4550;627,7000;36,6875;10,4875;1,1287;32,7628;real;64073;40456;4789;16753;13813;688;5596;2487;45664;52710;14910;16239;15178;46327;64073;11363;10254;5871;40456;34231;6225;408,92;180,65
Canarias;2024-03-01;15,8176;25,5272;77,8044;4,3212;2,7918;2,4349;609,9600;36,7964;10,3870;1,1313;32,5662;real;64728;40108;4713;16696;13736;679;5557;2466;45374;53771;15267;16553;15367;47187;64728;10957;9372;7079;40108;33934;6174;404,64;176,25
Canarias;2024-04-01;16,1813;26,1980;76,3884;4,8414;2,5875;2,7729;594,9500;37,5542;10,2393;1,1344;32,5146;real;66429;41030;4766;17480;13901;795;5585;2444;46546;54153;15378;16739;15474;47591;66429;12276;9730;6561;41030;33999;7031;399,54;176,10
Canarias;2024-05-01;16,4490;26,7324;75,7911;5,1379;2,5433;2,8107;593,4000;37,2665;10,1630;1,1486;32,5595;real;67784;41709;4869;17854;14250;976;5605;2561;47909;54756;15544;16934;15680;48158;67784;13028;10028;6449;41709;34582;7127;398,97;178,66
Canarias;2024-06-01;16,8138;27,3949;73,6679;5,6297;2,3793;2,9192;591,4100;37,3884;9,9152;1,1457;32,6669;real;69464;42634;4843;18262;14870;968;5595;2535;48844;55189;15635;17134;15898;48667;69464;14275;10047;6033;42634;35232;7402;395,02;179,91
Canarias;2024-07-01;16,9018;28,1451;73,6867;6,1057;2,5465;2,9665;585,0800;37,5488;9,8707;1,1533;32,6642;real;71366;42857;4879;18560;14848;1047;5624;2579;49429;55884;15828;17378;16108;49314;71366;15482;9981;6457;42857;35335;7522;391,42;177,19
Canarias;2024-08-01;16,9779;28,6171;73,7447;6,4481;2,5851;2,9152;579,8200;36,8502;9,8951;1,1869;32,5411;real;72563;43050;5056;18829;14817;1413;5776;2837;51096;56213;15960;17503;16142;49605;72563;16350;10391;6555;43050;35658;7392;390,07;173,45
Canarias;2024-09-01;17,1183;29,0430;73,8208;6,7446;2,5623;2,9160;575,5600;35,8631;10,0172;1,2297;32,4650;real;73643;43406;5347;19143;14920;1814;6005;3169;53378;56541;16063;17639;16201;49903;73643;17102;10519;6497;43406;36012;7394;390,10;173,21
Canarias;2024-10-01;17,2847;29,5060;74,0826;6,7182;2,8864;2,7654;573,8000;34,8293;10,2055;1,2782;32,7507;real;74817;43828;5717;19511;14979;2250;6304;3558;56019;57782;16347;18049;16751;51147;74817;17035;10519;7319;43828;36816;7012;385,68;172,74
Canarias;2024-11-01;17,4602;29,8097;74,1159;6,7438;2,9791;2,9839;566,8900;33,8858;10,1734;1,3275;33,0812;real;75587;44273;5979;19915;15091;2759;6574;3948;58771;58487;16402;18280;17145;51827;75587;17100;10517;7554;44273;36707;7566;386,15;168,67
Canarias;2024-12-01;17,7568;29,8783;74,1720;6,5076;2,9491;3,0339;560,6900;32,9188;10,1488;1,3807;32,9962;real;75761;45025;6309;20464;15351;3335;6903;4381;62165;59260;16623;18556;17324;52503;75761;16501;10455;7478;45025;37332;7693;388,50;166,17
Canarias;2025-01-01;17,4557;28,7657;74,1873;6,0998;2,9833;3,0224;555,8900;32,0646;10,2231;1,4267;33,0681;real;75170;45615;6653;20867;15554;3884;7196;4746;65078;59230;16811;18938;17662;53411;75170;15940;10122;7796;45615;37717;7898;397,75;163,04
Canarias;2025-02-01;17,5832;29,1549;74,3017;4,7015;4,1172;3,0189;551,2600;40,1041;8,8166;1,1503;33,9076;real;76187;45948;4660;21197;15728;1693;5420;2462;52855;63901;17346;20133;19228;56707;76187;12286;7243;10759;45948;38059;7889;393,64;159,00
Canarias;2025-03-01;17,6528;29,1560;74,3376;4,2060;4,5152;2,9091;549,3700;40,1528;8,7692;1,1522;33,9157;real;76190;46130;4661;21342;15826;1691;5439;2497;53152;65199;17729;20553;19647;57929;76190;10991;6417;11799;46130;38528;7602;384,77;157,35
Canarias;2025-04-01;17,7737;29,2077;74,4057;3,6316;4,9338;2,9933;542,7400;40,1259;8,7290;1,1526;33,8900;real;76325;46446;4673;21481;16091;1660;5431;2490;53534;66835;18204;21025;20110;59339;76325;9490;5484;12893;46446;38624;7822;375,43;153,36
Canarias;2025-05-01;17,8901;29,3083;74,3656;3,1850;5,3276;3,0427;539,6600;40,2437;8,7263;1,1536;34,0849;real;76588;46750;4706;21703;16272;1646;5416;2483;53929;68265;18493;21499;20680;60672;76588;8323;4963;13922;46750;38799;7951;366,10;150,34
Canarias;2025-06-01;18,5081;29,2505;74,2858;2,6753;5,1087;3,2627;520,8000;40,7548;8,4785;1,1528;33,9172;real;76437;48365;4727;22722;16982;1638;5482;2496;55753;69446;18931;21852;20932;61715;76437;6991;4525;13350;48365;39839;8526;356,85;140,78
Canarias;2025-07-01;19,4786;29,6290;74,2511;2,8081;4,3418;3,6469;513,2000;40,4066;8,2613;1,1460;33,9261;real;77426;50901;4819;23570;18697;1577;5487;2475;58332;70088;19041;22088;21118;62247;77426;7338;4117;11346;50901;41371;9530;351,34;138,21
Canarias;2025-08-01;20,7624;29,7706;74,2013;2,5781;3,4062;4,4739;500,3200;39,5809;8,0049;1,1390;33,9820;real;77796;54256;4947;24461;21071;1547;5530;2487;61800;71059;19236;22459;21462;63157;77796;6737;3733;8901;54256;42565;11691;345,27;132,81
Canarias;2025-09-01;22,1936;29,8651;73,9752;2,1537;2,4438;5,2583;478,4600;39,3297;7,5461;1,1333;33,9536;real;78043;57996;4960;25851;23494;1540;5567;2479;65729;72415;19603;22919;21860;64382;78043;5628;3494;6386;57996;44255;13741;334,61;127,75
Canarias;2025-10-01;23,3738;30,0626;74,0393;1,7611;1,7745;5,9334;456,0700;38,7361;7,5296;1,1298;34,3625;real;78559;61080;5196;26731;25611;1503;5582;2482;69008;73957;19743;23392;22582;65717;78559;4602;2800;4637;61080;45575;15505;325,28;118,60
Canarias;2025-11-01;24,3703;30,1135;74,1137;1,2265;1,2900;6,4508;439,2300;38,3207;7,3636;1,1296;34,6223;real;78692;63684;5297;27566;27528;1478;5574;2515;71935;75487;19934;23905;23216;67055;78692;3205;2075;3371;63684;46827;16857;311,79;113,81
Canarias;2025-12-01;25,1923;30,3243;74,1937;0,9460;0,9288;6,5529;430,4900;37,3757;7,2690;1,1454;34,8408;real;79243;65832;5481;28182;29067;1470;5606;3537;75402;76771;20147;24330;23782;68259;79243;2472;1578;2427;65832;48708;17124;301,02;110,84
Canarias;2026-01-01;25,2251;30,6325;74,1969;1,3607;0,8032;6,4373;410,8400;36,9673;7,0455;1,1623;34,7273;real;82033;67552;5532;29026;30292;1434;5603;4528;78518;78389;20601;24896;24206;69703;82033;3644;1495;2151;67552;50313;17239;276,97;104,47
Canarias;2026-02-01;25,8718;30,7554;74,0948;1,1456;0,4955;6,3122;391,4200;36,2729;6,7855;1,1890;34,4182;real;82362;69284;5590;29882;31366;1394;5559;6357;82381;79294;21067;25241;24303;70611;82362;3068;1404;1327;69284;52380;16904;245,24;100,05
Canarias;2026-03-01;26,5473;31,3487;74,1880;1,1994;0,3133;5,9975;374,4800;34,8291;6,5429;1,2372;34,2587;real;83951;71093;5755;30635;32454;1393;5560;9802;87958;80739;21470;25819;24643;71932;83951;3212;1176;839;71093;55032;16061;226,26;96,37
Canarias;2026-04-01;27,2371;31,5583;74,1880;1,2001;0,1549;5,7134;356,9747;34,8293;6,3786;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-05-01;27,9375;31,7679;74,1880;1,1976;0,0294;5,4129;339,4696;34,8293;6,2095;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-06-01;28,6380;31,9775;74,1880;1,1956;0,0000;5,1123;321,9645;34,8293;6,0403;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-07-01;29,3385;32,1871;74,1880;1,1940;0,0000;4,8118;304,4594;34,8293;5,8711;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-08-01;30,0389;32,3968;74,1880;1,1928;0,0000;4,5112;286,9542;34,8293;5,7020;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-09-01;30,7394;32,6064;74,1880;1,1917;0,0000;4,2107;269,4491;34,8293;5,5328;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-10-01;31,4399;32,8160;74,1880;1,1909;0,0000;3,9101;251,9440;34,8293;5,3636;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2026-11-01;32,1403;33,0256;74,1880;1,1902;0,0000;3,6096;234,4389;34,8293;5,1944;1,2372;34,2588;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2023-01-01;17,7391;23,2348;72,9858;0,7594;0,7424;0,0000;194,8300;32,4879;18,4624;1,5742;32,8412;real;23160;17682;5139;9043;104;1458;2029;3127;27835;22403;4498;7874;6050;18422;23160;757;584;740;17682;17682;0;90,73;109,71
Cantabria;2023-02-01;17,8876;23,5277;72,8079;0,7735;0,8467;0,0000;191,4300;32,3197;18,4450;1,5732;32,6336;real;23452;17830;5174;9066;153;1476;2027;3183;28051;22681;4588;7992;6094;18674;23452;771;591;844;17830;17830;0;93,75;104,50
Cantabria;2023-03-01;17,8755;23,5026;72,6237;0,7705;0,8247;0,0000;191,3700;32,1412;18,3486;1,5755;32,3122;real;23427;17818;5151;9023;180;1488;2043;3225;28073;22659;4634;7983;6023;18640;23427;768;605;822;17818;17818;0;95,19;102,29
Cantabria;2023-04-01;17,9658;23,6471;72,6336;0,7825;0,8407;0,0000;189,4000;31,8351;18,4284;1,5790;32,0015;real;23571;17908;5211;9002;198;1507;2053;3276;28277;22791;4709;8038;5999;18746;23571;780;631;838;17908;17908;0;97,83;99,16
Cantabria;2023-05-01;17,8625;23,6250;72,6078;0,8146;0,8648;0,0000;186,0900;31,9829;18,2520;1,5776;31,6923;real;23549;17805;5127;8984;194;1507;2045;3295;28090;22737;4741;8010;5916;18667;23549;812;670;862;17805;17805;0;99,99;94,92
Cantabria;2023-06-01;17,8334;23,6220;72,5511;0,6992;0,9671;0,0000;181,8400;32,1874;18,1357;1,5758;31,5475;real;23546;17776;5080;9016;189;1506;2031;3314;28011;22849;4814;8014;5912;18740;23546;697;544;964;17776;17776;0;102,58;87,98
Cantabria;2023-07-01;17,7100;23,6752;72,5341;0,7243;1,0684;0,0000;180,5500;32,4025;17,9430;1,5741;31,1785;real;23599;17653;4986;9004;184;1498;2022;3321;27788;22877;4894;7988;5836;18718;23599;722;559;1065;17653;17653;0;105,87;84,05
Cantabria;2023-08-01;17,6668;23,8026;72,5552;0,7524;1,1758;0,0000;179,2700;32,5858;17,7898;1,5724;31,0297;real;23726;17610;4926;9023;180;1501;2016;3336;27690;22976;4961;7993;5828;18782;23726;750;593;1172;17610;17610;0;108,71;80,53
Cantabria;2023-09-01;17,5224;23,7905;72,4325;0,7645;1,2651;0,0000;177,7300;32,8073;17,5990;1,5710;30,6776;real;23714;17466;4829;9002;170;1493;2002;3345;27439;22952;5028;7954;5745;18727;23714;762;620;1261;17466;17466;0;113,13;76,43
Cantabria;2023-10-01;17,3679;23,7715;72,3583;0,7645;1,3734;0,0000;177,4800;33,0265;17,4153;1,5689;30,3517;real;23695;17312;4730;8970;164;1481;1985;3348;27160;22933;5081;7930;5670;18681;23695;762;643;1369;17312;17312;0;117,09;72,92
Cantabria;2023-11-01;17,3378;23,8848;72,4164;0,7875;1,4657;0,0000;177,1800;33,2274;17,2899;1,5659;30,2086;real;23808;17282;4679;8992;165;1474;1977;3351;27062;23023;5141;7940;5662;18743;23808;785;689;1461;17282;17282;0;121,31;69,14
Cantabria;2023-12-01;17,2214;23,9531;72,3124;0,8016;1,5881;0,0010;173,4200;33,3855;17,1267;1,5640;29,9963;real;23876;17166;4598;8963;163;1461;1969;3356;26847;23077;5204;7921;5624;18749;23876;799;733;1583;17166;17165;1;125,12;62,72
Cantabria;2024-01-01;17,0897;23,7540;72,2560;0,7956;1,5302;0,0010;176,4500;33,8039;16,9057;1,5599;29,7769;real;23735;17076;4503;9004;160;1442;1950;3351;26636;22940;5203;7862;5540;18605;23735;795;741;1529;17076;17075;1;128,16;59,56
Cantabria;2024-02-01;16,9476;23,7370;72,2035;0,8207;1,6023;0,0010;180,9000;34,1799;16,7065;1,5556;29,3499;real;23718;16934;4401;9004;153;1421;1932;3322;26343;22898;5273;7822;5440;18535;23718;820;752;1601;16934;16933;1;134,02;56,69
Cantabria;2024-03-01;16,8685;23,9231;72,1308;0,8307;1,8145;0,0010;182,2000;34,4813;16,5163;1,5522;28,9319;real;23904;16855;4321;9021;148;1418;1911;3333;26162;23074;5414;7853;5401;18668;23904;830;750;1813;16855;16854;1;139,26;50,56
Cantabria;2024-04-01;17,4099;23,9982;72,0399;0,9117;1,2610;0,0010;209,4400;33,0308;16,9198;1,5706;29,0255;real;23979;17396;4623;9025;156;1460;2113;3430;27323;23068;5323;7918;5415;18656;23979;911;800;1260;17396;17395;1;141,61;78,37
Cantabria;2024-05-01;17,6841;23,6880;71,9584;0,8807;0,6245;0,0010;210,3900;32,9070;16,9074;1,5709;29,2008;real;23669;17670;4693;9134;206;1451;2141;3517;27757;22789;5112;7840;5342;18294;23669;880;770;624;17670;17669;1;145,77;72,06
Cantabria;2024-06-01;17,7292;23,7190;71,9237;0,8677;0,6495;0,0010;209,0100;32,9576;16,8809;1,5723;29,0786;real;23700;17715;4702;9180;211;1443;2146;3541;27854;22833;5143;7881;5340;18364;23700;867;738;649;17715;17714;1;146,60;69,06
Cantabria;2024-07-01;17,8423;24,0572;72,0602;0,8977;0,7706;0,0010;210,0800;32,2659;16,8219;1,5835;29,6215;real;24038;17828;4749;9109;202;1483;2243;3672;28231;23141;5097;7992;5509;18598;24038;897;756;770;17828;17827;1;151,23;66,43
Cantabria;2024-08-01;17,8943;24,2274;72,0325;0,9087;0,8247;0,0010;213,0400;32,4591;16,6237;1,5823;29,2825;real;24208;17880;4703;9183;202;1469;2255;3740;28291;23300;5219;8008;5477;18704;24208;908;774;824;17880;17879;1;154,80;65,66
Cantabria;2024-09-01;17,9093;24,2844;72,0403;0,9097;0,8267;0,0010;214,1200;32,6935;16,4298;1,5809;29,0743;real;24265;17895;4648;9249;198;1462;2264;3775;28290;23356;5274;8004;5443;18721;24265;909;789;826;17895;17894;1;157,45;63,66
Cantabria;2024-10-01;18,0234;24,6127;71,9631;0,9438;0,9187;0,0010;214,3500;32,8881;16,3245;1,5797;28,8424;real;24593;18009;4644;9356;189;1454;2271;3839;28448;23650;5437;8031;5459;18927;24593;943;789;918;18009;18008;1;161,57;58,83
Cantabria;2024-11-01;18,2996;23,6159;71,8692;0,2122;0,3163;0,0010;209,6000;32,7636;16,2241;1,5776;28,9877;real;23597;18285;4680;9451;311;1447;2292;3917;28846;23385;5269;7940;5392;18601;23597;212;162;316;18285;18284;1;162,14;52,31
Cantabria;2024-12-01;18,1896;23,5749;71,9494;0,1821;0,3763;0,0010;209,5400;32,7912;16,0920;1,5766;28,7639;real;23556;18175;4611;9396;319;1439;2294;3912;28654;23374;5290;7925;5336;18551;23556;182;103;376;18175;18174;1;162,71;50,36
Cantabria;2025-01-01;17,7967;23,1206;71,8770;0,1900;0,3535;0,0010;206,8600;33,0156;15,8812;1,5760;28,4905;real;23612;18175;4549;9457;311;1432;2299;3969;28644;23418;5347;7908;5281;18536;23612;194;103;361;18175;18174;1;162,37;45,60
Cantabria;2025-02-01;17,4883;22,7152;72,0437;0,3682;0,1929;0,0010;202,5100;33,2386;15,8854;1,5755;28,5596;real;23198;17860;4470;9353;338;1378;2214;3925;28139;22822;5155;7745;5157;18057;23198;376;112;197;17860;17859;1;162,47;42,32
Cantabria;2025-03-01;17,7370;22,8043;71,9225;0,3055;0,2007;0,0010;207,1700;32,7696;16,0583;1,5897;28,8607;real;23289;18114;4624;9436;383;1405;2240;4068;28795;22977;5126;7906;5287;18319;23289;312;113;205;18114;18113;1;162,11;49,52
Cantabria;2025-04-01;17,7223;22,8934;71,9191;0,4093;0,2095;0,0010;206,6000;32,8901;16,0389;1,5915;28,7173;real;23380;18099;4620;9474;386;1393;2217;4098;28805;22962;5152;7902;5259;18313;23380;418;189;214;18099;18098;1;160,78;48,63
Cantabria;2025-05-01;17,6920;23,0050;71,9643;0,4181;0,3525;0,0010;208,2900;32,8449;15,9989;1,5941;28,4458;real;23494;18068;4608;9460;376;1397;2230;4116;28802;23067;5232;7954;5242;18428;23494;427;256;360;18068;18067;1;161,07;50,95
Cantabria;2025-06-01;17,6577;23,1049;71,8851;0,4289;0,4681;0,0010;209,6100;32,9761;15,8686;1,5935;28,2751;real;23596;18033;4560;9476;387;1392;2228;4130;28736;23158;5291;7986;5234;18511;23596;438;275;478;18033;18032;1;160,52;52,18
Cantabria;2025-07-01;17,7468;22,9766;71,8086;0,4700;0,1909;0,0010;211,9400;33,0334;15,8297;1,5943;28,2384;real;23465;18124;4574;9545;407;1391;2215;4202;28895;22985;5214;7932;5173;18319;23465;480;278;195;18124;18123;1;159,24;54,00
Cantabria;2025-08-01;17,7458;23,1901;71,7622;0,3848;0,4152;0,0010;210,9600;33,1703;15,6436;1,5911;28,0207;real;23683;18123;4511;9565;452;1399;2200;4223;28836;23290;5313;8037;5197;18547;23683;393;192;424;18123;18122;1;158,05;54,49
Cantabria;2025-09-01;17,8065;23,1734;71,8474;0,4426;0,2673;0,0010;210,6300;33,2445;15,6149;1,5886;28,0095;real;23666;18185;4511;9604;493;1381;2185;4243;28889;23214;5283;8005;5170;18458;23666;452;205;273;18185;18184;1;158,14;53,07
Cantabria;2025-10-01;17,8584;23,1225;71,9060;0,2712;0,3104;0,0010;212,9400;33,2081;15,5389;1,5907;28,0032;real;23614;18238;4508;9634;545;1379;2197;4271;29011;23337;5312;8047;5196;18555;23614;277;22;317;18238;18237;1;156,42;57,96
Cantabria;2025-11-01;17,9289;23,4741;71,8386;0,4024;0,4475;0,0010;203,3400;33,1920;15,4896;1,5969;27,9587;real;23973;18310;4529;9705;589;1365;2206;4334;29239;23562;5374;8146;5247;18767;23973;411;59;457;18310;18309;1;149,59;58,15
Cantabria;2025-12-01;17,7546;23,2998;71,9056;0,4494;0,4162;0,0010;202,7600;33,3241;15,4109;1,5957;27,9355;real;23795;18132;4459;9642;589;1346;2183;4299;28934;23336;5312;8061;5184;18557;23795;459;143;425;18132;18131;1;148,21;58,90
Cantabria;2026-01-01;17,3951;22,5943;71,9243;0,3319;0,2769;0,0010;182,3900;33,4515;15,2533;1,5952;27,6737;real;23419;18030;4387;9621;585;1335;2188;4295;28761;23075;5281;7967;5069;18317;23419;344;98;287;18030;18029;1;147,71;38,02
Cantabria;2026-02-01;17,1008;22,0627;71,9035;0,2296;0,1823;0,0010;183,2100;33,6518;15,0495;1,5944;27,3250;real;22868;17725;4253;9510;573;1308;2164;4258;28260;22630;5220;7799;4895;17914;22868;238;83;189;17725;17724;1;147,54;39,83
Cantabria;2026-03-01;18,2412;24,1331;72,0765;0,3367;0,9860;0,0010;174,2400;32,0278;15,1952;1,5827;26,3786;real;25014;18907;4547;9584;562;1357;2181;4317;29924;24665;6148;8524;5257;19929;25014;349;61;1022;18907;18906;1;133,27;39,77
Cantabria;2026-04-01;18,2411;23,3298;72,0209;0,3185;0,9859;0,0010;174,2409;32,0404;15,1076;1,5827;26,0962;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-05-01;18,2411;23,3298;72,0188;0,3185;0,9859;0,0010;174,2409;32,0404;15,0215;1,5827;25,8138;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-06-01;18,2411;23,3298;72,0169;0,3185;0,9859;0,0010;174,2409;32,0404;14,9353;1,5827;25,5313;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-07-01;18,2411;23,3298;72,0152;0,3185;0,9859;0,0010;174,2409;32,0404;14,8491;1,5827;25,2488;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-08-01;18,2411;23,3298;72,0136;0,3185;0,9859;0,0010;174,2409;32,0404;14,7630;1,5827;24,9663;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-09-01;18,2411;23,3298;72,0122;0,3185;0,9859;0,0010;174,2409;32,0404;14,6768;1,5827;24,6839;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-10-01;18,2411;23,3298;72,0109;0,3185;0,9859;0,0010;174,2409;32,0404;14,5906;1,5827;24,4014;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2026-11-01;18,2411;23,3298;72,0098;0,3185;0,9859;0,0010;174,2409;32,0404;14,5045;1,5827;24,1189;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Castilla y León;2023-01-01;27,2893;35,1142;75,8817;1,8894;0,0492;1,3765;124,5100;20,1550;5,5006;1,3449;29,0709;real;147653;114750;8489;31105;48569;21539;7863;21571;154329;139708;43505;38033;33419;114957;147653;7945;2996;207;114750;108962;5788;120,14;0,02
Castilla y León;2023-02-01;27,4786;35,2614;75,8692;1,8547;0,0411;1,5800;123,3000;19,6792;5,4003;1,3593;28,8768;real;148272;115546;8482;30909;49361;21687;7854;23607;157064;140473;44092;38211;33416;115719;148272;7799;2877;173;115546;108902;6644;119,90;0,02
Castilla y León;2023-03-01;27,6406;35,4164;75,8302;1,8749;0,0378;1,6642;123,7000;19,4564;5,3133;1,3646;28,5919;real;148924;116227;8427;30858;49980;21631;7831;24756;158601;141040;44698;38411;33277;116386;148924;7884;2766;159;116227;109229;6998;119,87;0,01
