ccaa;periodo;genero;origen;abandono_temprano;nivel_superior_25_34;nivel_bajo_25_64;formacion_adultos_25_64;neet_15_29;idoneidad_15;graduacion_eso;escolarizacion_0_2
Principado de Asturias;2017;total;real;14,8;53,3;34,9;9,0;16,0;72,0;83,3;21,7
Principado de Asturias;2018;hombres;real;14,8;52,2;35,5;7,9;12,9;69,8;80,9;23,0
Principado de Asturias;2018;mujeres;real;10,3;53,4;31,0;9,2;18,3;77,7;88,6;23,2
Principado de Asturias;2018;total;real;12,6;52,8;33,2;8,6;15,5;73,7;84,7;23,1
Principado de Asturias;2019;hombres;real;14,7;47,6;36,5;7,8;17,6;71,7;88,6;25,1
Principado de Asturias;2019;mujeres;real;10,0;56,3;29,8;9,7;16,5;76,2;91,7;24,7
Principado de Asturias;2019;total;real;12,4;51,9;33,1;8,7;17,1;73,9;90,1;24,9
Principado de Asturias;2020;hombres;real;11,0;48,7;33,6;9,7;17,4;75,6;83,8;23,8
Principado de Asturias;2020;mujeres;real;6,8;59,5;28,6;12,4;16,2;81,8;91,3;23,6
Principado de Asturias;2020;total;real;8,9;54,0;31,1;11,1;16,8;78,6;87,5;23,7
Principado de Asturias;2021;hombres;real;14,7;47,7;32,2;12,6;12,5;76,4;85,5;26,7
Principado de Asturias;2021;mujeres;real;9,6;63,1;29,7;16,5;13,9;82,2;89,2;27,9
Principado de Asturias;2021;total;real;12,2;55,3;30,9;14,6;13,2;79,2;87,3;27,3
Principado de Asturias;2022;hombres;real;12,6;46,6;35,0;13,6;12,9;76,2;83,2;28,9
Principado de Asturias;2022;mujeres;real;11,1;62,4;29,3;17,7;14,5;81,7;87,9;28,1
Principado de Asturias;2022;total;real;11,9;54,4;32,1;15,7;13,7;78,9;85,5;28,5
Principado de Asturias;2023;hombres;real;12,5;46,9;34,9;15,2;12,5;78,7;89,4;31,5
Principado de Asturias;2023;mujeres;real;8,2;63,6;26,4;17,1;15,6;82,4;90,3;29,7
Principado de Asturias;2023;total;real;10,5;55,2;30,6;16,1;14,0;80,5;89,9;30,7
Principado de Asturias;2024;hombres;proyeccion;12,4;51,2;32,7;13,3;11,0;77,1;87,7167;32,1
Principado de Asturias;2024;mujeres;proyeccion;8,4;64,9;24,4;19,2;12,3;83,1;88,8778;31,6
Principado de Asturias;2024;total;proyeccion;10,5;58,0;28,5;16,3;11,6;80,0;89,1222;31,9
Principado de Asturias;2025;hombres;proyeccion;13,4;51,9;29,2;12,9;12,1;77,1;88,5;32,1
Principado de Asturias;2025;mujeres;proyeccion;7,5;58,2;23,2;17,9;12,1;83,1;88,8778;32,1733
Principado de Asturias;2025;total;proyeccion;10,6;55,0;26,1;15,4;12,1;80,0;89,6889;33,1556
Principado de Asturias;2026;hombres;proyeccion;13,4;51,9;30,2855;12,9;12,1;77,1;89,2833;32,1
Principado de Asturias;2026;mujeres;proyeccion;7,1347;58,2;22,12;17,9;12,1;83,1;88,8778;33,4558
Principado de Asturias;2026;total;proyeccion;10,6;56,7727;26,6764;15,4;11,3091;80,0;90,2556;34,4111
Región de Murcia;2015;hombres;real;30,5;29,3;52,0;9,9;19,9;57,3;73,4;17,9
Región de Murcia;2015;mujeres;real;16,4;37,9;49,2;10,0;25,2;66,6;83,2;18,0
Región de Murcia;2015;total;real;23,6;33,6;50,6;9,9;22,5;61,8;78,1;17,9
Región de Murcia;2016;hombres;real;30,9;29,6;51,9;10,4;16,0;58,3;69,2;19,3
Región de Murcia;2016;mujeres;real;21,7;40,3;47,9;9,7;21,5;65,3;78,1;18,9
Región de Murcia;2016;total;real;26,4;34,9;49,9;10,1;18,7;61,8;73,6;19,1
Región de Murcia;2017;hombres;real;22,8;29,3;50,8;11,8;15,4;59,5;69,9;19,2
Región de Murcia;2017;mujeres;real;23,4;43,4;45,8;11,3;19,1;67,6;80,6;18,4
Región de Murcia;2017;total;real;23,1;36,3;48,3;11,5;17,2;63,4;75,1;18,8
Región de Murcia;2018;hombres;real;30,8;33,9;49,1;11,2;14,5;59,7;68,0;19,0
Región de Murcia;2018;mujeres;real;16,7;43,6;44,6;13,2;16,1;69,2;80,7;17,8
Región de Murcia;2018;total;real;24,1;38,7;46,9;12,2;15,3;64,2;74,1;18,4
Región de Murcia;2019;hombres;real;28,5;31,9;51,3;11,5;13,9;62,5;73,1;21,4
Región de Murcia;2019;mujeres;real;16,3;42,8;43,7;13,0;17,0;71,6;84,8;20,6
Región de Murcia;2019;total;real;22,6;37,3;47,5;12,2;15,4;66,9;78,8;21,0
Región de Murcia;2020;hombres;real;22,4;33,0;49,5;11,7;13,9;66,4;70,1;18,2
Región de Murcia;2020;mujeres;real;14,5;49,4;42,2;13,9;16,7;75,4;81,3;17,4
Región de Murcia;2020;total;real;18,7;41,0;45,9;12,8;15,2;70,8;75,5;17,8
Región de Murcia;2021;hombres;real;20,9;31,6;45,7;12,4;14,6;66,0;68,8;22,5
Región de Murcia;2021;mujeres;real;12,0;46,6;44,3;15,1;14,6;73,2;78,0;21,1
Región de Murcia;2021;total;real;16,6;38,9;45,0;13,7;14,6;69,5;73,3;21,8
Región de Murcia;2022;hombres;real;23,6;33,5;51,0;12,1;12,5;65,7;72,1;24,4
Región de Murcia;2022;mujeres;real;12,8;45,1;44,0;15,8;15,4;72,4;81,1;24,5
Región de Murcia;2022;total;real;18,4;39,1;47,6;13,9;13,9;68,8;76,5;24,5
Región de Murcia;2023;hombres;real;22,1;37,1;49,4;14,1;14,7;65,8;74,8;31,7
Región de Murcia;2023;mujeres;real;16,0;48,0;41,5;17,5;15,0;72,5;83,4;31,2
Región de Murcia;2023;total;real;19,2;42,3;45,5;15,8;14,8;69,0;79,0;31,5
Región de Murcia;2024;hombres;proyeccion;20,1;36,8;48,7;14,4;13,7;68,2;71,0444;37,1
Región de Murcia;2024;mujeres;proyeccion;16,1;46,8;42,7;17,8;14,3;73,7;81,2444;35,6
Región de Murcia;2024;total;proyeccion;18,2;41,6;45,8;16,1;13,9;70,8;76,0;36,4
Región de Murcia;2025;hombres;proyeccion;26,6;35,5;47,4;13,6;12,8;68,2;71,0444;37,1
Región de Murcia;2025;mujeres;proyeccion;14,3;53,9;40,7;18,1;12,3;73,7;81,2444;37,5556
Región de Murcia;2025;total;proyeccion;20,6;44,3;44,1;15,8;12,5;70,8;76,0;38,4556
Región de Murcia;2026;hombres;proyeccion;26,6;35,5;47,4291;13,6;12,8;68,2;71,0444;37,1
Región de Murcia;2026;mujeres;proyeccion;14,3;52,16;40,0473;19,5164;12,3;73,7;81,2444;39,5111
Región de Murcia;2026;total;proyeccion;20,6;44,4018;43,8236;16,98;12,5;70,8;76,0;40,5111
